age,education_level,university_tier,cgpa,internships,projects,programming_languages,certifications,experience_years,hackathons,research_papers,skills_score,hired,soft_skills_score,resume_length_words,company_type
31,0,0,7.71,3,4,1,2,1.29,2,0,15.0,0,6.28,409,0
33,0,1,8.19,2,4,4,2,0.13,1,0,20.0,1,8.27,236,2
31,0,1,7.53,2,3,5,2,1.46,0,0,19.0,1,8.53,586,0
24,0,1,5.8,1,3,4,1,3.53,0,0,15.5,1,6.49,540,2
33,1,0,7.48,4,0,4,1,2.55,0,0,9.5,1,3.67,455,0
29,0,2,6.5,2,2,5,1,0.33,1,0,16.5,1,5.67,535,2
29,0,0,7.74,1,5,4,0,1.9,1,0,19.0,1,9.52,313,0
27,1,1,8.4,2,4,5,2,4.16,1,0,22.0,0,4.61,266,0
25,1,2,6.89,1,4,1,0,0.1,2,0,12.0,1,5.24,501,1
23,1,2,7.19,1,1,2,1,0.45,0,0,7.5,0,8.23,542,2
23,1,2,8.15,1,2,2,0,0.37,0,0,8.0,0,8.14,302,1
29,2,0,7.23,2,3,5,0,0.58,0,0,16.0,1,9.39,381,1
29,1,1,7.82,1,4,3,1,3.19,1,0,16.5,0,5.72,409,2
32,1,2,7.95,3,4,5,1,1.17,1,0,20.5,0,6.6,451,0
33,0,1,7.37,2,3,4,2,0.61,0,1,17.0,0,6.27,442,2
31,0,0,7.03,3,5,5,1,1.86,0,0,21.5,0,9.49,281,2
24,0,1,7.28,1,4,3,2,0.34,3,0,20.0,1,8.39,463,1
31,1,1,6.95,2,5,1,2,9.21,2,0,17.0,1,8.82,380,0
21,0,0,6.37,0,5,4,1,5.3,0,0,19.5,0,3.93,585,1
33,0,2,8.07,1,2,4,0,0.11,3,1,15.0,0,8.54,586,2
30,2,1,8.59,1,4,3,0,0.93,0,0,14.0,0,6.03,274,2
25,1,2,7.67,3,2,1,1,0.86,0,1,7.5,1,3.16,615,2
34,0,2,5.45,1,2,1,3,1.53,1,1,11.5,1,3.42,514,2
28,0,1,7.73,2,1,3,3,0.37,1,0,13.5,1,7.75,613,0
30,1,2,9.29,2,0,5,2,2.6,0,0,13.0,1,5.6,271,0
24,0,0,8.06,3,5,4,1,0.4,0,0,19.5,1,9.08,430,1
30,1,2,6.82,2,3,2,0,1.85,1,1,11.0,1,8.14,539,0
30,0,1,8.23,2,4,1,0,0.2,0,0,10.0,0,3.15,509,2
24,0,0,6.76,0,0,4,3,0.04,1,0,13.5,0,7.81,443,2
33,1,0,6.95,1,7,1,1,0.52,1,0,18.5,1,4.35,513,0
32,0,2,8.28,2,2,5,0,0.04,1,2,15.0,1,5.96,542,2
34,0,1,7.93,4,1,2,2,0.21,1,0,10.0,1,7.37,471,1
29,1,2,5.94,0,3,4,1,2.62,0,0,15.5,1,9.11,531,0
29,2,2,6.38,3,4,1,0,0.63,0,0,10.0,1,6.19,396,0
27,0,2,7.13,2,2,2,1,0.49,0,0,9.5,0,8.66,573,0
30,0,2,6.34,0,2,4,2,3.79,1,0,16.0,1,8.48,496,0
28,0,0,7.13,2,2,4,0,0.23,0,0,12.0,0,5.9,344,1
32,1,1,8.09,1,2,4,0,1.28,0,1,12.0,0,6.51,625,2
32,1,0,6.75,1,5,3,0,2.22,1,0,17.0,1,7.9,437,0
24,1,2,7.69,1,2,4,0,1.76,0,0,12.0,0,3.22,534,1
28,1,0,8.0,2,4,3,1,0.24,0,1,15.5,1,9.24,503,1
34,0,0,6.69,1,3,1,2,0.67,1,0,12.0,1,8.39,455,2
26,0,1,6.82,2,4,1,1,1.38,1,0,12.5,1,4.75,473,0
33,1,0,7.03,1,4,4,0,0.12,0,0,16.0,1,9.87,432,2
23,0,1,6.28,0,0,2,1,0.99,0,0,5.5,0,4.26,549,0
27,2,2,6.87,1,6,5,1,0.43,1,0,24.5,1,9.4,175,0
23,0,2,6.85,0,4,3,0,0.83,2,0,16.0,1,5.27,661,0
31,0,0,7.71,2,3,3,0,2.16,2,1,14.0,0,8.34,490,0
27,0,1,7.15,1,0,1,0,0.82,1,0,3.0,0,6.19,419,0
25,0,1,8.47,0,2,1,3,3.18,0,0,10.5,1,8.16,387,2
24,0,0,6.2,2,4,1,2,1.3,2,0,15.0,1,4.09,521,2
23,0,0,6.27,2,4,3,0,2.24,0,0,14.0,1,4.89,615,0
28,0,1,5.94,1,2,2,0,1.35,1,0,9.0,1,3.7,660,0
24,2,0,7.6,1,5,4,0,1.05,1,0,19.0,1,9.06,301,0
28,0,1,7.38,3,4,2,0,0.38,1,0,13.0,1,5.07,699,2
30,0,1,8.17,2,4,1,0,0.74,0,1,10.0,1,7.86,556,1
23,0,0,7.34,0,3,5,1,0.11,0,1,17.5,1,8.74,325,0
30,1,1,7.46,0,5,1,0,0.14,1,1,13.0,1,9.31,391,0
33,0,2,8.81,2,4,5,1,1.38,2,0,21.5,1,3.74,518,2
29,0,2,6.9,0,2,5,0,0.81,0,0,14.0,1,9.25,542,0
26,0,0,8.26,1,2,2,0,0.96,1,0,9.0,0,4.38,336,2
25,0,0,9.44,2,6,5,0,5.31,0,0,22.0,0,8.16,573,0
25,0,2,8.54,0,6,2,0,0.33,0,0,16.0,1,8.1,767,1
33,0,2,6.03,0,3,2,0,1.53,0,0,10.0,1,3.06,487,0
23,0,2,5.87,2,5,1,4,0.05,2,0,20.0,1,4.54,331,2
22,0,1,7.16,1,3,1,0,2.21,0,0,8.0,0,6.44,480,1
26,1,1,6.8,3,1,2,1,1.26,1,0,8.5,1,5.94,417,1
31,0,2,7.13,0,1,4,1,1.94,0,0,11.5,0,9.43,320,2
21,0,1,7.92,3,2,4,0,1.09,0,0,12.0,0,5.52,224,0
34,0,1,6.82,1,2,2,0,1.08,2,0,10.0,1,9.56,366,2
27,0,1,6.01,2,5,5,0,0.21,1,0,21.0,1,6.22,238,0
25,0,0,7.57,1,5,3,1,1.55,2,0,19.5,1,9.75,464,1
24,0,2,7.64,2,2,2,0,0.94,1,0,9.0,1,8.16,601,2
29,0,2,6.82,2,2,3,0,4.79,0,0,10.0,1,8.81,534,1
30,1,1,6.81,4,1,2,2,0.99,0,0,9.0,1,3.73,647,2
21,0,1,7.74,0,1,2,0,1.17,0,0,6.0,1,7.1,364,0
31,1,2,7.41,4,1,3,1,1.6,0,1,9.5,1,4.0,631,0
24,1,2,9.11,0,2,5,1,4.5,0,1,15.5,1,5.08,337,0
23,0,1,7.1,1,2,4,1,2.49,1,1,14.5,0,7.36,488,2
26,0,0,7.49,2,5,2,3,1.16,0,0,18.5,1,8.08,280,2
25,1,2,9.05,2,4,1,1,1.84,0,1,11.5,1,3.27,378,0
27,0,0,8.31,0,3,5,0,2.39,0,1,16.0,1,6.72,511,2
33,0,1,7.62,0,2,2,2,0.71,2,0,13.0,1,6.96,412,2
21,0,1,7.25,1,2,2,0,0.43,0,0,8.0,1,3.55,361,1
33,0,2,7.61,0,2,1,1,0.1,0,0,7.5,1,6.5,242,1
25,0,1,7.74,2,3,3,2,0.27,1,0,16.0,1,8.0,538,2
34,0,1,8.93,0,2,4,0,4.73,0,0,12.0,1,3.37,271,0
22,1,1,7.26,2,3,2,1,0.05,0,0,11.5,0,8.32,625,1
22,0,1,8.66,2,1,3,1,0.29,1,0,10.5,0,7.03,542,0
31,1,0,8.5,3,0,3,0,0.36,0,1,6.0,0,8.83,456,2
31,1,0,6.38,5,4,4,0,0.35,0,0,16.0,1,4.53,398,1
22,0,1,8.21,2,2,2,1,0.15,1,0,10.5,1,8.83,518,1
29,0,0,8.32,0,4,5,3,0.12,0,0,22.5,1,3.66,379,2
30,0,0,7.01,1,5,4,2,0.23,0,0,21.0,0,5.83,278,0
23,1,1,6.64,3,2,1,0,0.55,0,1,6.0,1,4.4,420,1
24,0,0,7.91,0,0,5,0,1.98,0,1,10.0,0,9.13,432,2
25,1,2,7.51,1,6,1,1,1.34,2,0,17.5,1,7.93,380,0
34,0,0,7.57,1,1,4,2,1.01,0,0,13.0,1,3.18,515,2
24,0,0,7.54,1,2,5,0,1.29,0,0,14.0,1,3.07,184,0
24,0,1,6.67,4,4,1,0,2.16,1,0,11.0,0,5.04,364,2
25,1,1,6.94,4,1,4,1,0.12,0,0,11.5,0,4.0,314,2
30,1,2,7.19,1,7,2,1,0.64,1,2,20.5,1,7.41,235,0
29,0,2,7.43,1,6,1,0,0.9,0,0,14.0,0,7.65,419,2
32,0,0,7.85,2,5,3,2,9.3,0,0,19.0,1,9.59,532,2
29,1,0,7.67,0,0,3,1,1.04,2,0,9.5,1,9.66,655,2
34,0,2,7.62,0,3,2,1,2.91,0,0,11.5,0,7.61,657,2
34,0,2,8.82,4,5,4,2,2.76,0,0,21.0,1,3.04,498,2
26,1,1,8.06,1,1,3,1,1.74,0,0,9.5,1,5.51,525,1
31,0,2,8.75,3,3,1,0,0.8,0,1,8.0,0,6.59,446,2
32,0,0,8.35,2,4,5,0,2.57,0,0,18.0,1,6.49,273,2
34,2,0,7.43,1,3,2,2,1.15,0,0,13.0,0,7.22,400,1
23,0,0,8.2,3,1,5,1,0.57,1,0,14.5,0,9.72,149,0
26,1,2,6.47,1,5,5,2,2.33,1,0,24.0,0,9.2,227,2
30,1,1,6.22,1,3,2,0,2.63,0,0,10.0,1,3.76,500,0
24,1,1,7.56,0,2,2,1,2.92,0,0,9.5,0,4.86,505,0
23,0,1,8.41,5,6,5,0,3.26,0,0,22.0,0,8.83,318,2
26,0,2,6.91,2,4,2,1,1.4,0,0,13.5,0,8.77,532,1
31,0,2,7.9,2,3,2,0,3.69,0,0,10.0,1,4.93,391,2
26,0,2,6.17,1,3,1,1,2.33,0,0,9.5,1,8.11,197,1
22,1,0,6.39,0,3,1,2,0.26,0,0,11.0,1,7.7,481,1
29,1,1,8.04,2,2,3,0,0.03,0,0,10.0,0,6.31,448,0
28,0,0,7.94,4,6,1,2,2.82,0,0,17.0,1,4.41,556,2
26,1,1,6.85,1,5,4,3,2.25,0,0,22.5,0,9.22,541,1
21,0,2,6.41,0,8,3,1,0.29,0,1,23.5,1,7.74,148,0
32,0,0,7.51,3,2,4,2,1.84,0,0,15.0,1,4.18,504,1
22,0,1,9.39,2,3,1,1,2.51,2,0,11.5,1,7.93,312,0
24,0,2,8.63,2,3,2,1,0.03,0,1,11.5,1,8.19,486,0
27,0,2,7.75,2,2,3,5,2.03,0,1,17.5,1,9.21,460,0
29,0,1,5.83,0,4,4,1,1.58,0,0,17.5,1,4.56,443,0
30,0,1,9.0,3,2,2,0,1.17,0,0,8.0,1,9.92,334,0
25,1,0,6.22,2,4,4,0,1.68,1,1,17.0,1,4.07,523,0
30,0,1,7.46,1,3,3,1,0.41,0,1,13.5,1,7.2,671,2
22,0,0,8.3,0,2,4,1,2.35,1,0,14.5,1,7.6,417,0
33,0,2,7.84,2,2,1,1,0.91,0,0,7.5,1,5.93,461,0
31,0,2,7.18,2,1,2,0,4.7,0,0,6.0,1,6.33,557,1
31,1,2,6.08,2,3,5,1,1.12,0,0,17.5,1,9.24,359,1
31,1,1,9.28,2,2,2,1,4.16,0,0,9.5,1,7.52,520,1
21,0,0,8.02,1,9,1,2,0.18,0,0,23.0,1,6.48,462,1
30,0,2,6.77,0,0,3,0,2.21,0,0,6.0,1,3.9,592,0
34,0,2,7.18,0,7,5,3,3.35,0,0,28.5,1,3.05,560,0
33,0,2,8.22,3,5,1,2,2.41,1,0,16.0,0,3.87,451,0
34,2,1,6.95,1,1,3,1,1.11,0,0,9.5,0,9.69,478,1
21,1,1,6.51,2,2,1,1,0.3,0,0,7.5,1,8.35,406,0
25,2,1,7.46,2,1,4,2,2.07,0,0,13.0,1,9.77,434,0
34,0,0,8.49,0,2,4,2,1.02,1,0,16.0,1,3.25,614,1
27,0,1,7.64,1,2,1,1,0.82,0,0,7.5,1,7.76,606,2
29,0,1,9.28,1,2,1,2,1.26,0,0,9.0,0,3.31,353,1
29,0,2,6.82,0,9,3,0,1.81,1,0,25.0,1,8.47,592,2
28,1,0,6.7,2,4,5,0,0.26,0,0,18.0,1,5.67,350,1
21,1,2,6.22,1,1,4,1,4.41,0,0,11.5,1,3.67,418,2
25,2,2,7.47,1,4,3,0,0.44,1,0,15.0,1,6.98,615,1
26,1,2,7.93,2,5,1,0,0.14,0,0,12.0,1,4.96,558,2
26,0,0,8.91,0,6,5,1,3.14,0,0,23.5,1,7.62,289,2
24,0,0,7.42,3,2,2,0,0.75,1,0,9.0,1,7.61,516,0
21,1,1,7.11,1,3,5,0,0.81,0,0,16.0,1,7.94,448,2
23,0,2,7.89,0,2,1,0,1.26,0,0,6.0,1,9.95,595,0
30,0,1,7.34,0,3,1,2,1.51,1,0,12.0,0,5.71,548,1
24,0,1,8.32,1,3,3,1,1.17,1,0,14.5,1,6.26,565,0
24,0,2,7.35,1,4,5,2,0.49,1,0,22.0,0,8.63,410,2
33,0,1,8.54,0,5,5,1,0.23,0,0,21.5,1,7.05,518,0
24,0,2,7.3,6,5,2,1,1.09,0,0,15.5,0,3.26,366,0
34,0,0,7.38,4,9,5,1,0.18,4,1,33.5,0,8.9,388,2
25,0,0,8.29,2,3,2,1,1.59,1,0,12.5,1,3.36,333,2
33,0,2,6.32,1,2,3,1,2.49,2,0,13.5,1,4.2,391,2
31,1,2,6.86,0,7,3,0,0.54,1,0,21.0,0,3.71,559,0
29,1,1,7.24,4,3,4,0,0.26,0,0,14.0,1,3.55,521,0
24,1,1,6.56,0,5,4,3,1.84,0,0,22.5,1,3.18,588,1
29,2,1,5.91,1,1,3,3,0.25,1,0,13.5,0,3.39,457,0
29,2,2,6.5,3,5,1,1,2.14,0,0,13.5,0,6.1,231,2
21,1,0,8.29,1,1,3,0,0.43,0,0,8.0,0,4.77,482,1
25,0,2,7.15,4,2,5,2,1.07,1,0,18.0,1,3.89,652,0
29,1,0,7.59,0,3,2,1,0.22,0,0,11.5,1,7.61,492,0
24,2,1,7.51,1,2,4,1,1.68,0,0,13.5,1,4.58,567,0
25,0,1,7.04,0,7,4,3,1.18,1,0,27.5,1,3.13,571,2
24,0,1,8.09,1,3,4,1,0.12,0,0,15.5,1,5.93,364,0
33,0,0,8.88,1,3,3,2,0.73,3,0,18.0,1,5.17,375,2
22,1,2,7.18,0,5,2,3,1.49,0,0,18.5,1,5.23,495,0
30,0,0,7.58,2,2,1,1,0.77,1,1,8.5,1,6.12,540,1
22,0,2,7.95,0,3,2,1,0.29,0,0,11.5,0,7.68,312,2
22,0,0,7.22,2,2,5,2,0.78,0,0,17.0,1,7.32,414,0
33,1,1,7.15,1,3,5,1,0.45,0,0,17.5,1,9.56,547,0
21,0,2,7.56,1,3,4,0,1.74,0,0,14.0,1,6.62,298,0
23,0,1,7.9,1,1,3,0,0.31,2,0,10.0,0,6.31,427,2
34,0,0,8.65,1,3,4,2,0.3,0,0,17.0,1,4.49,238,0
31,0,2,6.93,1,5,1,6,2.19,2,0,23.0,1,8.29,549,2
30,0,0,9.3,2,3,2,2,0.74,0,0,13.0,1,3.99,265,0
21,0,0,8.37,1,2,4,1,1.02,0,0,13.5,0,6.44,424,1
24,0,2,7.0,1,2,2,3,0.89,0,0,12.5,1,5.95,555,1
21,0,0,6.78,1,0,4,0,0.74,0,1,8.0,0,7.61,370,1
24,0,2,6.66,2,0,2,0,0.38,1,0,5.0,1,9.42,342,0
23,0,0,6.93,1,3,5,0,4.78,2,0,18.0,1,9.63,716,0
29,0,2,6.63,3,1,1,1,0.19,1,0,6.5,1,4.17,402,2
21,1,1,7.17,2,4,1,0,0.72,0,1,10.0,1,4.83,634,2
34,0,1,6.86,2,3,3,2,1.21,0,0,15.0,1,8.68,679,0
28,1,1,7.92,0,0,5,2,1.14,0,0,13.0,0,6.63,466,0
31,0,0,6.45,3,1,3,3,0.67,0,0,12.5,1,6.17,310,1
29,1,0,7.13,2,4,1,1,0.78,0,0,11.5,1,7.97,360,0
32,1,0,7.52,2,5,3,2,1.81,0,0,19.0,1,7.21,436,2
27,1,1,6.76,1,1,3,1,1.02,0,0,9.5,0,9.79,154,2
21,0,0,7.39,0,0,5,0,0.32,1,0,11.0,1,7.09,488,0
24,1,1,7.0,0,1,2,0,3.45,1,0,7.0,1,6.26,440,0
30,0,2,7.94,2,3,1,0,1.08,1,0,9.0,1,6.8,500,1
21,1,1,8.66,1,1,1,0,1.78,0,1,4.0,0,8.66,573,0
24,1,0,7.63,1,1,4,0,0.06,0,0,10.0,1,7.29,610,0
23,1,1,7.76,2,4,3,2,0.57,1,0,18.0,1,7.53,468,2
22,0,1,6.81,1,1,1,1,1.46,1,0,6.5,1,9.8,414,2
21,1,0,7.02,2,6,1,1,2.66,0,0,15.5,1,7.33,273,2
26,0,1,8.66,0,4,3,0,1.26,0,0,14.0,0,5.66,385,0
32,0,1,8.12,5,2,4,2,2.42,0,0,15.0,0,7.84,560,0
27,0,2,7.45,5,3,4,0,3.28,1,0,15.0,1,7.62,421,0
26,1,0,5.92,1,2,4,2,3.72,0,0,15.0,0,3.1,437,1
29,0,1,7.2,3,5,2,0,0.53,2,0,16.0,1,6.27,463,2
32,0,2,7.68,2,2,3,3,0.1,1,1,15.5,1,8.2,458,2
29,0,0,8.27,1,1,3,0,0.0,0,0,8.0,1,6.49,582,0
22,0,0,7.4,1,0,1,0,1.19,1,0,3.0,1,8.46,518,0
22,2,0,8.31,0,3,5,0,0.02,0,0,16.0,0,6.16,421,1
29,0,1,7.35,1,2,4,1,0.67,1,0,14.5,1,9.88,512,1
21,0,2,6.84,3,1,3,2,1.55,0,0,11.0,1,5.05,418,2
25,0,1,7.34,3,4,3,1,0.54,0,0,15.5,0,3.64,179,2
21,0,0,8.38,2,3,4,0,4.98,2,0,16.0,1,6.01,192,2
27,0,1,8.3,1,4,4,1,0.5,0,0,17.5,1,6.79,222,0
29,0,1,8.43,2,4,2,1,0.69,0,0,13.5,1,5.44,199,1
26,0,1,7.21,0,2,1,3,0.16,0,0,10.5,1,4.7,413,1
34,1,1,7.05,0,2,5,0,0.37,2,0,16.0,1,7.7,455,2
22,0,0,7.56,2,2,5,0,1.67,0,0,14.0,0,5.64,453,2
26,1,1,7.76,2,4,1,1,0.45,0,0,11.5,1,7.42,158,0
29,0,2,6.92,3,0,3,0,2.45,1,0,7.0,0,8.45,413,2
23,0,1,6.52,1,1,3,0,2.87,0,0,8.0,0,8.33,440,0
29,1,1,7.37,0,1,4,0,0.98,0,0,10.0,1,5.63,388,0
28,0,1,8.36,1,5,2,0,1.4,0,0,14.0,1,6.98,180,1
33,0,2,7.27,0,2,5,2,0.09,0,1,17.0,1,6.15,696,0
32,1,0,7.38,1,4,4,1,0.56,0,0,17.5,1,9.1,453,1
27,0,1,7.65,2,2,4,0,0.53,1,0,13.0,1,9.15,552,0
28,1,0,6.59,1,1,2,1,1.58,0,2,7.5,0,5.41,488,2
30,0,0,6.35,0,1,4,0,2.86,0,0,10.0,1,3.64,260,0
26,0,0,7.69,2,1,1,0,2.32,2,0,6.0,0,4.17,482,2
23,1,1,6.6,2,4,4,0,0.91,2,0,18.0,1,5.57,418,1
27,1,2,7.2,2,3,4,2,2.13,2,0,19.0,1,6.95,506,0
24,1,2,7.53,2,2,4,3,0.56,0,0,16.5,0,7.6,595,0
31,0,1,8.53,2,3,3,1,0.0,1,0,14.5,0,5.32,511,2
30,0,0,6.66,2,0,5,1,1.12,1,0,12.5,1,7.67,308,1
34,0,2,7.99,3,2,3,1,1.08,1,0,12.5,1,9.56,401,2
25,2,0,7.11,2,5,3,1,1.8,0,0,17.5,0,7.56,327,2
28,0,1,7.36,1,7,1,2,1.21,1,0,20.0,1,4.11,416,0
27,1,1,6.34,2,4,2,0,1.55,1,0,13.0,1,7.06,388,1
27,0,2,8.83,2,1,2,0,4.36,0,0,6.0,1,6.79,459,0
28,0,2,7.95,3,4,4,1,0.3,0,0,17.5,0,9.09,304,2
30,0,2,6.78,0,2,3,2,2.68,1,0,14.0,1,5.45,334,2
23,1,2,8.02,1,1,4,1,2.5,0,2,11.5,1,5.96,509,1
23,0,0,7.22,4,3,5,0,0.44,0,2,16.0,1,7.19,611,1
22,1,0,7.42,0,3,5,4,0.35,1,0,23.0,1,6.67,626,1
21,0,1,6.46,4,2,3,1,2.69,1,0,12.5,1,8.03,464,0
30,0,2,7.54,1,2,1,0,0.93,0,0,6.0,0,3.28,411,2
26,1,1,7.21,0,2,1,1,0.01,0,0,7.5,1,6.94,180,0
26,0,1,8.45,2,5,4,1,3.07,1,0,20.5,1,3.85,413,1
33,0,1,8.96,2,1,5,1,1.24,0,1,13.5,1,5.21,488,2
30,0,1,6.71,3,4,5,1,0.45,0,0,19.5,1,7.63,618,1
32,0,1,6.05,2,1,3,0,0.56,1,0,9.0,1,4.1,521,1
28,1,0,7.16,2,4,4,1,1.61,0,0,17.5,1,5.16,325,2
34,0,1,7.45,2,1,3,1,1.58,1,0,10.5,1,7.92,536,2
26,0,2,7.6,1,3,2,0,2.53,1,0,11.0,1,7.56,593,2
26,0,2,7.37,0,2,5,1,0.32,1,0,16.5,0,3.64,334,0
21,0,2,8.68,5,4,1,1,1.35,0,0,11.5,1,7.04,378,0
32,0,0,7.36,3,3,5,1,0.96,0,0,17.5,1,4.03,619,2
27,0,1,7.66,2,3,5,0,0.35,0,1,16.0,1,4.77,600,2
27,1,0,7.91,0,2,3,0,0.26,0,1,10.0,0,6.21,524,0
30,0,0,6.78,1,8,3,2,2.37,0,0,25.0,1,3.77,334,0
29,1,2,6.43,0,1,1,0,1.49,1,0,5.0,1,9.96,383,1
34,0,2,8.76,4,2,1,1,2.35,0,0,7.5,1,4.16,563,0
32,1,1,7.68,2,4,1,0,0.98,0,1,10.0,1,8.47,410,2
27,1,1,7.59,1,4,3,1,2.51,1,1,16.5,0,8.81,632,2
28,1,0,7.9,1,1,1,3,2.5,2,1,10.5,1,9.96,617,2
24,0,1,7.84,0,2,5,0,0.26,1,0,15.0,1,6.0,582,1
29,1,1,7.51,1,3,1,1,0.43,0,0,9.5,0,9.12,430,2
34,1,0,6.29,0,3,3,2,0.55,1,0,16.0,1,9.7,389,2
21,1,1,8.23,3,2,2,2,1.48,0,0,11.0,1,4.21,435,0
28,1,2,9.09,1,3,3,2,0.02,1,0,16.0,1,6.36,280,2
23,2,2,7.71,0,3,2,0,0.34,1,0,11.0,1,3.42,389,2
34,0,1,7.34,0,5,4,1,1.9,0,0,19.5,1,7.35,504,0
21,1,1,6.4,0,1,2,1,0.15,2,0,9.5,1,7.07,458,0
22,0,0,8.53,1,0,4,1,0.06,0,0,9.5,0,4.43,580,0
26,2,1,8.09,1,4,4,3,2.89,0,1,20.5,1,8.59,667,2
25,0,1,8.05,1,2,1,1,1.0,0,0,7.5,1,3.26,522,2
34,0,1,7.69,6,3,3,0,1.62,0,0,12.0,1,8.64,558,0
23,0,1,6.92,2,2,2,1,6.42,1,0,10.5,1,3.19,282,0
29,0,0,6.49,1,2,4,0,1.26,0,0,12.0,1,7.6,442,0
28,1,2,8.32,0,2,4,1,0.71,0,1,13.5,1,3.55,614,1
33,0,2,8.01,0,6,3,1,0.54,1,1,20.5,0,4.76,219,1
23,1,2,7.88,4,3,5,0,0.02,0,0,16.0,1,8.05,523,2
22,0,0,7.33,1,3,4,2,0.78,0,0,17.0,0,4.96,428,2
28,0,2,7.62,0,4,4,1,0.02,0,0,17.5,1,6.58,516,2
34,1,2,9.21,2,4,3,2,1.38,0,0,17.0,1,9.41,327,1
25,0,0,8.19,1,2,5,1,1.38,0,0,15.5,1,3.35,731,2
29,1,2,7.38,0,3,2,2,0.23,0,0,13.0,1,8.68,509,2
21,0,0,9.01,3,0,5,2,3.56,0,0,13.0,1,3.46,515,0
30,2,0,8.39,2,0,3,0,2.81,0,0,6.0,0,3.89,552,0
23,0,2,7.92,2,6,3,0,1.59,1,0,19.0,1,3.84,518,1
25,1,0,7.53,0,2,3,0,0.19,2,0,12.0,1,9.96,381,1
22,0,1,7.66,0,2,3,3,0.93,1,0,15.5,1,4.26,599,2
23,1,0,8.16,1,0,3,1,1.28,0,0,7.5,0,9.28,400,2
24,0,1,8.55,1,4,1,3,2.67,0,0,14.5,1,9.94,658,1
24,2,1,7.55,1,4,2,1,4.44,0,1,13.5,1,5.69,473,2
31,1,0,6.41,3,1,3,0,0.14,0,0,8.0,0,7.42,538,0
29,0,1,8.82,2,3,1,0,1.14,0,0,8.0,1,8.45,364,0
21,0,1,7.44,0,0,3,1,0.0,0,0,7.5,1,5.75,412,0
32,0,1,7.84,1,7,4,0,1.14,0,0,22.0,1,4.13,623,2
29,1,1,7.52,5,3,1,0,0.74,0,0,8.0,1,6.04,574,0
29,0,1,7.63,1,4,1,1,6.62,0,1,11.5,1,8.4,420,0
31,0,1,7.11,0,3,4,1,1.53,0,0,15.5,1,8.47,534,0
26,0,0,6.73,1,3,4,3,0.54,1,0,19.5,1,4.61,575,0
31,0,0,8.52,2,2,3,1,2.44,1,1,12.5,1,4.22,410,0
21,0,1,6.03,3,7,5,1,0.98,1,0,26.5,1,9.44,383,1
31,0,0,6.99,2,3,3,0,4.01,0,0,12.0,1,3.31,322,0
33,0,0,7.43,0,3,2,1,0.08,1,0,12.5,0,8.14,510,0
32,0,0,8.68,4,2,5,3,1.34,0,0,18.5,1,3.32,528,1
26,2,2,7.46,0,1,1,0,1.45,2,0,6.0,1,8.87,200,2
28,1,2,9.03,1,2,3,2,0.44,0,0,13.0,1,9.34,533,0
25,0,1,8.0,1,3,5,3,0.99,0,0,20.5,1,5.08,520,0
25,0,1,6.06,1,3,4,1,2.87,0,0,15.5,0,3.52,443,2
21,0,1,8.13,3,4,3,2,1.96,0,0,17.0,0,6.36,577,2
21,0,1,6.11,2,3,5,1,0.25,1,0,18.5,1,5.09,344,1
28,0,1,7.06,0,4,2,1,1.12,0,0,13.5,1,5.92,293,2
33,0,1,7.69,0,5,2,1,1.2,0,0,15.5,1,7.65,458,1
25,0,1,8.05,2,8,3,1,3.57,1,1,24.5,1,4.47,530,1
28,0,0,7.25,0,5,3,5,3.37,0,0,23.5,1,5.5,558,0
30,0,0,5.77,2,0,5,0,7.3,1,0,11.0,1,8.48,490,2
22,1,1,7.04,1,5,1,1,3.09,0,0,13.5,0,7.51,498,1
24,1,2,8.39,0,5,4,1,2.91,0,0,19.5,0,5.28,390,0
33,1,2,8.9,0,2,3,1,1.64,0,0,11.5,1,7.65,562,2
31,1,0,9.26,5,1,2,0,1.03,1,1,7.0,1,8.36,446,0
34,1,1,7.22,1,5,1,0,0.64,1,0,13.0,1,7.15,447,0
30,0,1,9.03,3,5,5,0,0.04,0,1,20.0,1,4.68,181,1
29,1,1,8.58,3,4,5,1,2.78,0,0,19.5,1,3.0,417,0
33,1,1,7.5,0,2,1,0,1.46,1,0,7.0,0,8.62,409,0
23,0,0,8.7,1,4,4,1,1.4,0,0,17.5,1,8.76,459,1
26,0,2,7.67,3,4,1,0,2.5,0,0,10.0,1,7.88,288,0
31,0,2,6.48,1,1,1,0,3.76,1,0,5.0,1,3.54,298,0
27,0,2,8.29,1,1,4,0,2.46,0,0,10.0,1,7.1,414,0
23,0,2,9.63,2,5,5,0,0.87,1,0,21.0,1,8.75,561,0
21,1,2,6.53,3,1,4,1,1.26,0,0,11.5,1,5.73,512,0
22,0,2,8.09,1,1,3,1,0.13,0,0,9.5,1,4.39,345,1
31,0,1,6.8,0,6,2,0,0.25,1,0,17.0,1,7.11,322,0
34,1,2,7.33,1,2,5,1,2.99,0,0,15.5,1,8.78,424,0
30,1,2,8.1,0,6,2,1,4.16,0,0,17.5,0,3.34,557,1
27,0,0,7.24,1,3,1,1,3.39,1,0,10.5,1,7.18,463,2
27,0,0,7.24,2,4,3,1,0.27,2,0,17.5,0,7.5,729,0
32,0,0,8.11,1,3,4,1,1.87,0,0,15.5,1,7.22,395,1
21,1,0,8.49,1,4,2,1,1.3,1,0,14.5,0,7.55,357,2
